"列號","場站代碼","對象代碼","車號","車廂模組","坑位代碼","坑位名稱","坑位類型","上層坑位代碼","設備序號","現場設備名稱","裝用狀態","盤點人","盤點日期","照片檔名或連結","備註"
"862","D","TS","105","M4","50-D-TS105-M4-PAC/L2-CTRL","空調控制器KN700-L2","子件","50-D-TS105-M4-PAC/L2","","","","","","",""
"863","D","TS","105","M4","50-D-TS105-M4-PAC/R1","客室空調總成-R1","總成","50-D-TS105-M4","","","","","","",""
"864","D","TS","105","M4","50-D-TS105-M4-PAC/R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS105-M4-PAC/R1","","","","","","",""
"865","D","TS","105","M4","50-D-TS105-M4-PAC/R1-CTRL","空調控制器KN700-R1","子件","50-D-TS105-M4-PAC/R1","","","","","","",""
"866","D","TS","105","M4","50-D-TS105-M4-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS105-M4","","","","","","",""
"867","D","TS","105","M4","50-D-TS105-M4-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS105-M4","","","","","","",""
"868","D","TS","105","M5","50-D-TS105-M5-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS105-M5","","","","","","",""
"869","D","TS","105","M5","50-D-TS105-M5-BCU","煞車控制單元(BCU)總成","總成","50-D-TS105-M5","","","","","","",""
"870","D","TS","105","M5","50-D-TS105-M5-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS105-M5-BCU","","","","","","",""
"871","D","TS","105","M5","50-D-TS105-M5-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS105-M5-BCU","","","","","","",""
"872","D","TS","105","M5","50-D-TS105-M5-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS105-M5-BCU","","","","","","",""
"873","D","TS","105","M5","50-D-TS105-M5-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS105-M5-BCU","","","","","","",""
"874","D","TS","105","M5","50-D-TS105-M5-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS105-M5-BCU","","","","","","",""
"875","D","TS","105","M5","50-D-TS105-M5-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS105-M5-BCU","","","","","","",""
"876","D","TS","105","M5","50-D-TS105-M5-BOGIE","轉向架","總成","50-D-TS105-M5","","","","","","",""
"877","D","TS","105","M5","50-D-TS105-M5-BOGIE-BCAL-AX5L","動力式煞車卡鉗總成-L5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"878","D","TS","105","M5","50-D-TS105-M5-BOGIE-BCAL-AX5R","動力式煞車卡鉗總成-R5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"879","D","TS","105","M5","50-D-TS105-M5-BOGIE-BCAL-AX6L","動力式煞車卡鉗總成-L6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"880","D","TS","105","M5","50-D-TS105-M5-BOGIE-BCAL-AX6R","動力式煞車卡鉗總成-R6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"881","D","TS","105","M5","50-D-TS105-M5-BOGIE-GB-AX5L","齒輪箱總成-L5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"882","D","TS","105","M5","50-D-TS105-M5-BOGIE-GB-AX5R","齒輪箱總成-R5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"883","D","TS","105","M5","50-D-TS105-M5-BOGIE-GB-AX6L","齒輪箱總成-L6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"884","D","TS","105","M5","50-D-TS105-M5-BOGIE-GB-AX6R","齒輪箱總成-R6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"885","D","TS","105","M5","50-D-TS105-M5-BOGIE-TM-AX5L","牽引馬達總成-L5(TM4)","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"886","D","TS","105","M5","50-D-TS105-M5-BOGIE-TM-AX5R","牽引馬達總成-R5(TM2)","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"887","D","TS","105","M5","50-D-TS105-M5-BOGIE-TM-AX6L","牽引馬達總成-L6(TM3)","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"888","D","TS","105","M5","50-D-TS105-M5-BOGIE-TM-AX6R","牽引馬達總成-R6(TM1)","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"889","D","TS","105","M5","50-D-TS105-M5-BOGIE-WHL-AX5L","動力式車輪-L5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"890","D","TS","105","M5","50-D-TS105-M5-BOGIE-WHL-AX5R","動力式車輪-R5","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"891","D","TS","105","M5","50-D-TS105-M5-BOGIE-WHL-AX6L","動力式車輪-L6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"892","D","TS","105","M5","50-D-TS105-M5-BOGIE-WHL-AX6R","動力式車輪-R6","子件","50-D-TS105-M5-BOGIE","","","","","","",""
"893","D","TS","105","M5","50-D-TS105-M5-BPI","BPI界面轉換器","獨立件","50-D-TS105-M5","","","","","","",""
"894","D","TS","105","M5","50-D-TS105-M5-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS105-M5-CC400","","","","","","",""
"895","D","TS","105","M5","50-D-TS105-M5-CABAC","駕駛室空調總成","總成","50-D-TS105-M5","","","","","","",""
"896","D","TS","105","M5","50-D-TS105-M5-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS105-M5-CABAC","","","","","","",""
"897","D","TS","105","M5","50-D-TS105-M5-CABAC-CTRL","空調控制器KN700","子件","50-D-TS105-M5-CABAC","","","","","","",""
"898","D","TS","105","M5","50-D-TS105-M5-CABAC-INV","空調變頻器","子件","50-D-TS105-M5-CABAC","","","","","","",""
"899","D","TS","105","M5","50-D-TS105-M5-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS105-M5","","","","","","",""
"900","D","TS","105","M5","50-D-TS105-M5-CC400-ACU","ACU卡板","子件","50-D-TS105-M5-CC400","","","","","","",""
"901","D","TS","105","M5","50-D-TS105-M5-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS105-M5-CC400","","","","","","",""
"902","D","TS","105","M5","50-D-TS105-M5-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS105-M5-CC400","","","","","","",""
"903","D","TS","105","M5","50-D-TS105-M5-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS105-M5-CC400","","","","","","",""
"904","D","TS","105","M5","50-D-TS105-M5-CC400-TCU","TCU卡板","子件","50-D-TS105-M5-CC400","","","","","","",""
"905","D","TS","105","M5","50-D-TS105-M5-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS105-M5-CC400","","","","","","",""
"906","D","TS","105","M5","50-D-TS105-M5-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS105-M5-CC400","","","","","","",""
"907","D","TS","105","M5","50-D-TS105-M5-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS105-M5","","","","","","",""
"908","D","TS","105","M5","50-D-TS105-M5-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS105-M5","","","","","","",""
"909","D","TS","105","M5","50-D-TS105-M5-DMOT-L","驅動馬達-L","獨立件","50-D-TS105-M5","","","","","","",""
"910","D","TS","105","M5","50-D-TS105-M5-DMOT-R","驅動馬達-R","獨立件","50-D-TS105-M5","","","","","","",""
"911","D","TS","105","M5","50-D-TS105-M5-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS105-M5","","","","","","",""
"912","D","TS","105","M5","50-D-TS105-M5-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS105-M5","","","","","","",""
"913","D","TS","105","M5","50-D-TS105-M5-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS105-M5","","","","","","",""
"914","D","TS","105","M5","50-D-TS105-M5-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS105-M5","","","","","","",""
"915","D","TS","105","M5","50-D-TS105-M5-GPS","GPS機","子件","50-D-TS105-M5","","","","","","",""
"916","D","TS","105","M5","50-D-TS105-M5-HMI","速度監控HMI","獨立件","50-D-TS105-M5","","","","","","",""
"917","D","TS","105","M5","50-D-TS105-M5-MC","主控制器總成","總成","50-D-TS105-M5","","","","","","",""
"918","D","TS","105","M5","50-D-TS105-M5-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS105-M5","","","","","","",""
"919","D","TS","105","M5","50-D-TS105-M5-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS105-M5","","","","","","",""
"920","D","TS","105","M5","50-D-TS105-M5-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS105-M5","","","","","","",""
"921","D","TS","105","M5","50-D-TS105-M5-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS105-M5","","","","","","",""
"922","D","TS","105","M5","50-D-TS105-M5-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS105-M5","","","","","","",""
"923","D","TS","105","M5","50-D-TS105-M5-VCU","車輛控制單元(VCU)","獨立件","50-D-TS105-M5","","","","","","",""
"924","D","TS","105","M5","50-D-TS105-M5-VID","影像連結單元(Video link)","獨立件","50-D-TS105-M5","","","","","","",""
"925","D","TS","105","M5","50-D-TS105-M5-WIFI","Wi-Fi模組","獨立件","50-D-TS105-M5","","","","","","",""
"926","D","TS","106","M1","50-D-TS106-M1-BCU","煞車控制單元(BCU)總成","總成","50-D-TS106-M1","","","","","","",""
"927","D","TS","106","M1","50-D-TS106-M1-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS106-M1-BCU","","","","","","",""
"928","D","TS","106","M1","50-D-TS106-M1-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS106-M1-BCU","","","","","","",""
"929","D","TS","106","M1","50-D-TS106-M1-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS106-M1-BCU","","","","","","",""
"930","D","TS","106","M1","50-D-TS106-M1-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS106-M1-BCU","","","","","","",""
"931","D","TS","106","M1","50-D-TS106-M1-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS106-M1-BCU","","","","","","",""
"932","D","TS","106","M1","50-D-TS106-M1-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS106-M1-BCU","","","","","","",""
"933","D","TS","106","M1","50-D-TS106-M1-BOGIE","轉向架","總成","50-D-TS106-M1","","","","","","",""
"934","D","TS","106","M1","50-D-TS106-M1-BOGIE-AHU","輔助液壓單元總成(AHU)","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"935","D","TS","106","M1","50-D-TS106-M1-BOGIE-BCAL-AX1L","動力式煞車卡鉗總成-L1","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"936","D","TS","106","M1","50-D-TS106-M1-BOGIE-BCAL-AX1R","動力式煞車卡鉗總成-R1","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"937","D","TS","106","M1","50-D-TS106-M1-BOGIE-BCAL-AX2L","動力式煞車卡鉗總成-L2","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"938","D","TS","106","M1","50-D-TS106-M1-BOGIE-BCAL-AX2R","動力式煞車卡鉗總成-R2","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"939","D","TS","106","M1","50-D-TS106-M1-BOGIE-EHU","煞車液壓單元總成(EHU)","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"940","D","TS","106","M1","50-D-TS106-M1-BOGIE-GB-AX1L","齒輪箱總成-L1","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"941","D","TS","106","M1","50-D-TS106-M1-BOGIE-GB-AX1R","齒輪箱總成-R1","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"942","D","TS","106","M1","50-D-TS106-M1-BOGIE-GB-AX2L","齒輪箱總成-L2","子件","50-D-TS106-M1-BOGIE","","","","","","",""
"943","D","TS","106","M1","50-D-TS106-M1-BOGIE-GB-AX2R","齒輪箱總成-R2","子件","50-D-TS106-M1-BOGIE","","","","","","",""
